Count,Pixels,Quality,Faces,Eyes,People,Objects,Open_Eyes,Emotions,Dominent_Emotion,Emotion_Score,Face_Area_Ratio,Mid_Diag_Ratio,Eye_Area_Ratio
67,"[[[ 73 183 165]
  [ 73 183 165]
  [ 73 183 165]
  ...
  [ 51 104  90]
  [ 51 104  90]
  [ 51 104  90]]

 [[ 74 184 166]
  [ 74 184 166]
  [ 74 184 166]
  ...
  [ 51 104  90]
  [ 51 104  90]
  [ 51 104  90]]

 [[ 75 185 167]
  [ 75 185 167]
  [ 75 185 167]
  ...
  [ 51 104  90]
  [ 51 104  90]
  [ 51 104  90]]

 ...

 [[ 66  33  24]
  [ 66  33  24]
  [ 66  33  24]
  ...
  [ 49  35  37]
  [ 49  35  37]
  [ 49  35  37]]

 [[ 66  33  24]
  [ 66  33  24]
  [ 66  33  24]
  ...
  [ 49  35  37]
  [ 49  35  37]
  [ 49  35  37]]

 [[ 66  33  24]
  [ 66  33  24]
  [ 66  33  24]
  ...
  [ 49  35  37]
  [ 49  35  37]
  [ 49  35  37]]]",71.50769845198724,2,3,3,1,1,"[{'box': [1794, 1521, 855, 1070], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.84, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.16}}, {'box': [833, 1785, 766, 985], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.99, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.01}}]",happy,0.84,0.04523716699155295,0.11371088277074737,0.8862457275390625
68,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [157 174 165]
  [166 183 174]
  [175 192 183]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [155 172 163]
  [161 178 169]
  [168 185 176]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [156 173 164]
  [159 176 167]
  [163 180 171]]

 ...

 [[ 95 104 117]
  [ 94 103 116]
  [ 91 100 113]
  ...
  [ 50  35   3]
  [ 48  34   5]
  [ 48  34   5]]

 [[ 95 104 117]
  [ 94 103 116]
  [ 91 100 113]
  ...
  [ 50  35   3]
  [ 48  34   5]
  [ 48  34   5]]

 [[ 95 104 117]
  [ 94 103 116]
  [ 91 100 113]
  ...
  [ 50  35   3]
  [ 48  34   5]
  [ 48  34   5]]]",41.0067413179265,1,4,1,0,1,"[{'box': [810, 757, 909, 1249], 'emotions': {'angry': 0.01, 'disgust': 0.0, 'fear': 0.74, 'happy': 0.0, 'sad': 0.15, 'surprise': 0.02, 'neutral': 0.08}}]",fear,0.74,0.13104828318331,0.08914661219376724,0.9184027777777778
71,"[[[ 47  86  94]
  [ 47  86  94]
  [ 47  86  94]
  ...
  [ 81 112 121]
  [ 81 112 121]
  [ 81 112 121]]

 [[ 47  86  94]
  [ 47  86  94]
  [ 47  86  94]
  ...
  [ 81 112 121]
  [ 81 112 121]
  [ 81 112 121]]

 [[ 46  85  93]
  [ 46  85  93]
  [ 46  85  93]
  ...
  [ 81 112 121]
  [ 81 112 121]
  [ 81 112 121]]

 ...

 [[ 53  96  69]
  [ 53  96  69]
  [ 53  96  69]
  ...
  [ 96 128  51]
  [ 96 128  51]
  [ 96 128  51]]

 [[ 54  97  70]
  [ 54  97  70]
  [ 54  97  70]
  ...
  [ 97 129  50]
  [ 97 129  50]
  [ 97 129  50]]

 [[ 54  97  70]
  [ 54  97  70]
  [ 54  97  70]
  ...
  [ 97 129  50]
  [ 97 129  50]
  [ 98 130  51]]]",50.236330816654316,1,2,2,0,1,"[{'box': [2331, 1022, 740, 953], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.98, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.02}}, {'box': [1340, 604, 762, 961], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 1.0, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}}, {'box': [2015, 1828, 490, 632], 'emotions': {'angry': 0.14, 'disgust': 0.0, 'fear': 0.28, 'happy': 0.01, 'sad': 0.39, 'surprise': 0.14, 'neutral': 0.04}}, {'box': [3383, 1809, 26, 31], 'emotions': {'angry': 0.12, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.19, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.24}}]",happy,0.98,0.07981338399780635,0.18790274532105994,0.5514785735904146
72,"[[[167 160 141]
  [167 160 141]
  [167 160 141]
  ...
  [115 117 111]
  [115 117 111]
  [115 117 111]]

 [[167 160 141]
  [167 160 141]
  [167 160 141]
  ...
  [115 117 111]
  [115 117 111]
  [115 117 111]]

 [[167 160 141]
  [167 160 141]
  [167 160 141]
  ...
  [115 117 111]
  [115 117 111]
  [115 117 111]]

 ...

 [[112 162 182]
  [112 162 182]
  [112 162 182]
  ...
  [ 69  91 109]
  [ 69  91 109]
  [ 69  91 109]]

 [[112 162 182]
  [112 162 182]
  [112 162 182]
  ...
  [ 69  91 109]
  [ 69  91 109]
  [ 69  91 109]]

 [[112 162 182]
  [112 162 182]
  [112 162 182]
  ...
  [ 69  91 109]
  [ 69  91 109]
  [ 69  91 109]]]",59.53118436172073,1,2,1,0,1,"[{'box': [457, 448, 599, 817], 'emotions': {'angry': 0.05, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.17, 'sad': 0.03, 'surprise': 0.0, 'neutral': 0.71}}]",neutral,0.71,0.15884643832377837,0.08560610009197034,0.8717461474385673
73,"[[[81 75 70]
  [81 75 70]
  [81 75 70]
  ...
  [81 75 70]
  [81 75 70]
  [81 75 70]]

 [[81 75 70]
  [81 75 70]
  [81 75 70]
  ...
  [81 75 70]
  [81 75 70]
  [81 75 70]]

 [[81 75 70]
  [81 75 70]
  [81 75 70]
  ...
  [81 75 70]
  [81 75 70]
  [81 75 70]]

 ...

 [[11  4 65]
  [11  4 65]
  [11  5 64]
  ...
  [25 37 43]
  [26 38 44]
  [26 38 44]]

 [[11  4 65]
  [11  4 65]
  [11  5 64]
  ...
  [24 36 42]
  [24 36 42]
  [23 35 41]]

 [[11  4 65]
  [11  4 65]
  [11  5 64]
  ...
  [24 36 42]
  [22 34 40]
  [20 32 38]]]",41.09738132969457,1,4,1,0,1,"[{'box': [616, 549, 679, 793], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 1.0, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}}]",happy,1.0,0.0673171468571941,0.24407342558592313,0.7083393050920334
74,"[[[ 51  72 133]
  [ 51  72 133]
  [ 51  72 133]
  ...
  [  5  15  69]
  [  5  15  69]
  [  5  15  69]]

 [[ 51  72 133]
  [ 51  72 133]
  [ 51  72 133]
  ...
  [  5  15  69]
  [  5  15  69]
  [  5  15  69]]

 [[ 51  72 133]
  [ 51  72 133]
  [ 51  72 133]
  ...
  [  5  15  69]
  [  5  15  69]
  [  5  15  69]]

 ...

 [[  9  10  24]
  [  8   9  23]
  [  7   8  22]
  ...
  [ 12  26  45]
  [ 12  26  45]
  [ 12  26  45]]

 [[  8   9  23]
  [  7   8  22]
  [  6   7  21]
  ...
  [ 12  26  45]
  [ 12  26  45]
  [ 12  26  45]]

 [[  8   9  23]
  [  7   8  22]
  [  5   6  20]
  ...
  [ 12  26  45]
  [ 12  26  45]
  [ 12  26  45]]]",60.24851656383052,1,2,1,0,1,"[{'box': [1157, 663, 717, 888], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.98, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.02}}]",happy,0.98,0.10037552083333333,0.027613402542968152,0.26886145404663925
75,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 29  17  13]
  [ 31  19  15]
  [ 33  21  17]
  ...
  [  0   6  23]
  [  0   6  23]
  [  0   6  23]]

 [[ 29  17  13]
  [ 31  19  15]
  [ 33  21  17]
  ...
  [  5   6  20]
  [  5   6  20]
  [  5   6  20]]

 [[ 29  17  13]
  [ 31  19  15]
  [ 33  21  17]
  ...
  [  5   6  20]
  [  5   6  20]
  [  5   6  20]]]",42.069046940205766,2,0,3,1,1,"[{'box': [623, 330, 594, 833], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.96, 'sad': 0.0, 'surprise': 0.01, 'neutral': 0.03}}, {'box': [1991, 1015, 100, 141], 'emotions': {'angry': 0.03, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.22, 'sad': 0.44, 'surprise': 0.07, 'neutral': 0.16}}, {'box': [1343, 682, 581, 679], 'emotions': {'angry': 0.03, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.04, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.71}}, {'box': [1141, 1114, 118, 136], 'emotions': {'angry': 0.05, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.1, 'sad': 0.66, 'surprise': 0.01, 'neutral': 0.14}}]",happy,0.96,0.11619072,0.10770329614269009,nan
76,"[[[ 63  85 103]
  [ 63  85 103]
  [ 63  85 103]
  ...
  [ 12  18  17]
  [ 12  18  17]
  [ 12  18  17]]

 [[ 63  85 103]
  [ 63  85 103]
  [ 63  85 103]
  ...
  [ 12  18  17]
  [ 12  18  17]
  [ 12  18  17]]

 [[ 63  85 103]
  [ 63  85 103]
  [ 63  85 103]
  ...
  [ 12  18  17]
  [ 12  18  17]
  [ 12  18  17]]

 ...

 [[ 30  27  36]
  [ 30  27  36]
  [ 30  27  36]
  ...
  [ 45  25   0]
  [ 45  25   0]
  [ 45  25   0]]

 [[ 30  27  36]
  [ 30  27  36]
  [ 30  27  36]
  ...
  [ 45  25   0]
  [ 45  25   0]
  [ 45  25   0]]

 [[ 30  27  36]
  [ 30  27  36]
  [ 30  27  36]
  ...
  [ 45  25   0]
  [ 45  25   0]
  [ 45  25   0]]]",58.91438541506247,1,3,4,0,1,"[{'box': [1644, 1518, 871, 1156], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 1.0, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}}, {'box': [558, 1678, 820, 1018], 'emotions': {'angry': 0.65, 'disgust': 0.01, 'fear': 0.13, 'happy': 0.0, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.03}}, {'box': [2639, 1833, 629, 888], 'emotions': {'angry': 0.02, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.02, 'sad': 0.63, 'surprise': 0.01, 'neutral': 0.11}}]",happy,1.0,0.050708091878726796,0.13020657086428553,0.9178876170655567
77,"[[[214 217 225]
  [214 217 225]
  [214 217 225]
  ...
  [ 72  46  16]
  [ 72  46  16]
  [ 72  46  16]]

 [[214 217 225]
  [214 217 225]
  [214 217 225]
  ...
  [ 72  46  16]
  [ 72  46  16]
  [ 72  46  16]]

 [[214 217 225]
  [214 217 225]
  [214 217 225]
  ...
  [ 72  46  16]
  [ 72  46  16]
  [ 72  46  16]]

 ...

 [[211 214 222]
  [211 214 222]
  [211 214 222]
  ...
  [ 39  36  22]
  [ 39  36  22]
  [ 39  36  22]]

 [[211 214 222]
  [211 214 222]
  [211 214 222]
  ...
  [ 38  35  21]
  [ 38  35  21]
  [ 38  35  21]]

 [[211 214 222]
  [211 214 222]
  [211 214 222]
  ...
  [ 37  34  20]
  [ 37  34  20]
  [ 37  34  20]]]",89.04262457255786,1,3,1,0,1,"[{'box': [2402, 814, 1027, 1483], 'emotions': {'angry': 0.01, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.03, 'sad': 0.07, 'surprise': 0.0, 'neutral': 0.85}}]",neutral,0.85,0.131449357627243,0.16195779809043,0.8163790696953092
78,"[[[124  27   1]
  [124  27   1]
  [124  27   1]
  ...
  [114  22   3]
  [114  22   3]
  [114  22   3]]

 [[124  27   1]
  [124  27   1]
  [124  27   1]
  ...
  [114  22   3]
  [114  22   3]
  [114  22   3]]

 [[124  27   1]
  [124  27   1]
  [124  27   1]
  ...
  [114  22   3]
  [114  22   3]
  [114  22   3]]

 ...

 [[ 47   8   0]
  [ 47   8   0]
  [ 47   8   0]
  ...
  [ 18  14  43]
  [ 18  14  43]
  [ 18  14  43]]

 [[ 47   8   0]
  [ 47   8   0]
  [ 47   8   0]
  ...
  [ 18  14  43]
  [ 18  14  43]
  [ 18  14  43]]

 [[ 47   8   0]
  [ 47   8   0]
  [ 47   8   0]
  ...
  [ 18  14  43]
  [ 18  14  43]
  [ 18  14  43]]]",72.44709544580493,1,4,1,0,1,"[{'box': [3151, 872, 845, 1046], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.4, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.59}}, {'box': [1697, 713, 761, 1056], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.02, 'sad': 0.05, 'surprise': 0.0, 'neutral': 0.93}}]",neutral,0.59,0.047360142968061736,0.12764961011782933,0.8534240362811791
80,"[[[20 20 20]
  [20 20 20]
  [20 20 20]
  ...
  [40 40 40]
  [40 40 40]
  [40 40 40]]

 [[20 20 20]
  [20 20 20]
  [20 20 20]
  ...
  [40 40 40]
  [40 40 40]
  [40 40 40]]

 [[20 20 20]
  [20 20 20]
  [20 20 20]
  ...
  [40 40 40]
  [40 40 40]
  [40 40 40]]

 ...

 [[13 13 13]
  [13 13 13]
  [13 13 13]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[13 13 13]
  [13 13 13]
  [13 13 13]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[13 13 13]
  [13 13 13]
  [13 13 13]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]]",58.55953535976877,1,1,1,0,1,"[{'box': [2006, 1771, 1094, 1430], 'emotions': {'angry': 0.07, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.0, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.55}}, {'box': [3139, 5240, 15, 20], 'emotions': {'angry': 0.13, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.4, 'sad': 0.32, 'surprise': 0.0, 'neutral': 0.07}}]",neutral,0.55,0.05831725322192324,0.14212161105520515,0.8259897439028113
81,"[[[248 254 253]
  [248 254 253]
  [248 254 253]
  ...
  [248 254 253]
  [248 254 253]
  [248 254 253]]

 [[248 254 253]
  [248 254 253]
  [248 254 253]
  ...
  [248 254 253]
  [248 254 253]
  [248 254 253]]

 [[248 254 253]
  [248 254 253]
  [248 254 253]
  ...
  [248 254 253]
  [248 254 253]
  [248 254 253]]

 ...

 [[235 255 253]
  [235 255 253]
  [235 255 253]
  ...
  [241 255 253]
  [241 255 253]
  [241 255 253]]

 [[235 255 253]
  [235 255 253]
  [235 255 253]
  ...
  [241 255 253]
  [241 255 253]
  [241 255 253]]

 [[235 255 253]
  [235 255 253]
  [235 255 253]
  ...
  [241 255 253]
  [241 255 253]
  [241 255 253]]]",67.70764968324815,1,5,1,0,1,"[{'box': [1014, 791, 910, 1212], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 1.0, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}}, {'box': [1860, 2204, 72, 84], 'emotions': {'angry': 0.12, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.74, 'sad': 0.09, 'surprise': 0.0, 'neutral': 0.03}}]",happy,1.0,0.11319189680403569,0.06640593527508483,0.7965082668516591
82,"[[[135 127 128]
  [135 127 128]
  [135 127 128]
  ...
  [138 130 131]
  [138 130 131]
  [138 130 131]]

 [[133 125 126]
  [133 125 126]
  [133 125 126]
  ...
  [138 130 131]
  [138 130 131]
  [138 130 131]]

 [[130 122 123]
  [130 122 123]
  [130 122 123]
  ...
  [138 130 131]
  [138 130 131]
  [138 130 131]]

 ...

 [[ 27  19  20]
  [ 27  19  20]
  [ 27  19  20]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[ 27  19  20]
  [ 27  19  20]
  [ 27  19  20]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[ 27  19  20]
  [ 27  19  20]
  [ 27  19  20]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]]",80.40125578929846,1,2,1,1,1,"[{'box': [1009, 959, 1095, 1493], 'emotions': {'angry': 0.04, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.24, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.65}}]",neutral,0.65,0.11963091563786009,0.14476466295749496,0.9666133841218016
84,"[[[ 54   6   0]
  [ 54   6   0]
  [ 54   6   0]
  ...
  [ 63   8   3]
  [ 63   8   3]
  [ 63   8   3]]

 [[ 54   6   0]
  [ 54   6   0]
  [ 54   6   0]
  ...
  [ 63   8   3]
  [ 63   8   3]
  [ 63   8   3]]

 [[ 54   6   0]
  [ 54   6   0]
  [ 54   6   0]
  ...
  [ 63   8   3]
  [ 63   8   3]
  [ 63   8   3]]

 ...

 [[221 154 123]
  [221 154 123]
  [221 154 123]
  ...
  [102  40  58]
  [101  39  57]
  [100  38  56]]

 [[221 154 123]
  [221 154 123]
  [221 154 123]
  ...
  [102  40  58]
  [101  39  57]
  [100  38  56]]

 [[221 154 123]
  [221 154 123]
  [221 154 123]
  ...
  [102  40  58]
  [101  39  57]
  [100  38  56]]]",87.83257016376311,1,3,1,0,1,"[{'box': [1824, 776, 1261, 1512], 'emotions': {'angry': 0.1, 'disgust': 0.0, 'fear': 0.33, 'happy': 0.01, 'sad': 0.27, 'surprise': 0.17, 'neutral': 0.12}}]",fear,0.33,0.09208923432757966,0.2337160312984961,0.8503442437589169
86,"[[[192 192 192]
  [192 192 192]
  [192 192 192]
  ...
  [202 202 202]
  [202 202 202]
  [206 206 206]]

 [[192 192 192]
  [192 192 192]
  [192 192 192]
  ...
  [202 202 202]
  [202 202 202]
  [206 206 206]]

 [[192 192 192]
  [192 192 192]
  [192 192 192]
  ...
  [202 202 202]
  [202 202 202]
  [206 206 206]]

 ...

 [[ 83  92 105]
  [ 85  94 107]
  [ 88  97 110]
  ...
  [131 140 153]
  [132 141 154]
  [134 143 156]]

 [[ 83  92 105]
  [ 85  94 107]
  [ 88  97 110]
  ...
  [133 142 155]
  [134 143 156]
  [139 148 161]]

 [[ 85  94 107]
  [ 87  96 109]
  [ 90  99 112]
  ...
  [134 143 156]
  [135 144 157]
  [133 142 155]]]",77.47022682286897,2,3,2,1,1,"[{'box': [1529, 549, 787, 1087], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 1.0, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}}, {'box': [2921, 357, 842, 1164], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.99, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.01}}]",happy,1.0,0.04465867728023665,0.15257774967747423,0.9118684493415748
87,"[[[169 203 226]
  [169 203 226]
  [169 203 226]
  ...
  [ 28  64 100]
  [ 28  64 100]
  [ 28  64 100]]

 [[169 203 226]
  [169 203 226]
  [169 203 226]
  ...
  [ 28  64 100]
  [ 28  64 100]
  [ 28  64 100]]

 [[169 203 226]
  [169 203 226]
  [169 203 226]
  ...
  [ 28  64 100]
  [ 28  64 100]
  [ 28  64 100]]

 ...

 [[  5  14  27]
  [  5  14  27]
  [  5  14  27]
  ...
  [167 193 217]
  [168 194 218]
  [169 195 219]]

 [[  5  14  27]
  [  5  14  27]
  [  5  14  27]
  ...
  [167 193 217]
  [168 194 218]
  [169 195 219]]

 [[  5  14  27]
  [  5  14  27]
  [  5  14  27]
  ...
  [167 193 217]
  [168 194 218]
  [169 195 219]]]",51.019148963932224,1,1,3,0,1,"[{'box': [1714, 932, 998, 1241], 'emotions': {'angry': 0.02, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.51, 'sad': 0.33, 'surprise': 0.0, 'neutral': 0.14}}, {'box': [472, 915, 849, 1138], 'emotions': {'angry': 0.01, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.95, 'sad': 0.02, 'surprise': 0.01, 'neutral': 0.01}}]",happy,0.51,0.09967879533470193,0.2361501359764358,nan
88,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [158 164 199]
  [156 162 199]
  [155 161 198]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [158 164 199]
  [156 162 199]
  [155 161 198]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [158 167 201]
  [155 163 200]
  [154 162 199]]

 ...

 [[ 47  41  36]
  [ 47  41  36]
  [ 47  41  36]
  ...
  [ 36  36 120]
  [ 35  35 119]
  [ 33  33 117]]

 [[ 47  41  36]
  [ 47  41  36]
  [ 47  41  36]
  ...
  [ 35  35 119]
  [ 36  36 120]
  [ 38  38 122]]

 [[ 47  41  36]
  [ 47  41  36]
  [ 47  41  36]
  ...
  [ 33  33 117]
  [ 38  38 122]
  [ 41  41 125]]]",74.27045412862739,1,2,4,3,1,"[{'box': [1874, 1413, 338, 455], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.99, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.01}}, {'box': [2866, 1303, 152, 191], 'emotions': {'angry': 0.14, 'disgust': 0.0, 'fear': 0.46, 'happy': 0.02, 'sad': 0.31, 'surprise': 0.01, 'neutral': 0.06}}, {'box': [773, 1482, 893, 1186], 'emotions': {'angry': 0.05, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.44, 'sad': 0.03, 'surprise': 0.01, 'neutral': 0.42}}, {'box': [2818, 2540, 44, 61], 'emotions': {'angry': 0.34, 'disgust': 0.01, 'fear': 0.14, 'happy': 0.01, 'sad': 0.33, 'surprise': 0.01, 'neutral': 0.16}}, {'box': [2450, 1438, 135, 175], 'emotions': {'angry': 0.09, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.29, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.12}}]",happy,0.99,0.010762532552083334,0.1269487846480269,0.8836
91,"[[[ 81 109 150]
  [ 81 109 150]
  [ 81 110 149]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[ 81 109 150]
  [ 81 109 150]
  [ 81 110 149]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[ 81 109 150]
  [ 81 109 150]
  [ 81 110 149]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[ 23  23  23]
  [ 23  23  23]
  [ 23  23  23]
  ...
  [  5  11  10]
  [  5  11  10]
  [  5  11  10]]

 [[ 23  23  23]
  [ 23  23  23]
  [ 23  23  23]
  ...
  [  5  11  10]
  [  5  11  10]
  [  5  11  10]]

 [[ 23  23  23]
  [ 23  23  23]
  [ 23  23  23]
  ...
  [  5  11  10]
  [  5  11  10]
  [  5  11  10]]]",48.40471014746319,1,3,1,0,1,"[{'box': [295, 319, 649, 832], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.96, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.04}}, {'box': [1146, 396, 619, 848], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 1.0, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}}, {'box': [1847, 28, 30, 37], 'emotions': {'angry': 0.11, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.1, 'sad': 0.59, 'surprise': 0.01, 'neutral': 0.03}}, {'box': [994, 290, 17, 23], 'emotions': {'angry': 0.33, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.09, 'sad': 0.46, 'surprise': 0.04, 'neutral': 0.01}}]",happy,0.96,0.1870120366414388,0.15177603554520822,0.9533864364542541
92,"[[[  5   3  25]
  [  5   3  25]
  [  5   3  25]
  ...
  [ 37  63 109]
  [ 37  63 109]
  [ 37  63 109]]

 [[  5   3  25]
  [  5   3  25]
  [  5   3  25]
  ...
  [ 37  63 109]
  [ 37  63 109]
  [ 37  63 109]]

 [[  5   3  25]
  [  5   3  25]
  [  5   3  25]
  ...
  [ 38  64 110]
  [ 38  64 110]
  [ 38  64 110]]

 ...

 [[ 34  55  93]
  [ 35  56  94]
  [ 35  56  94]
  ...
  [  9  78  95]
  [  0  68  85]
  [  0  63  80]]

 [[ 34  55  93]
  [ 35  56  94]
  [ 35  56  94]
  ...
  [ 60 135 151]
  [ 36 111 127]
  [ 22  97 113]]

 [[ 34  55  93]
  [ 35  56  94]
  [ 35  56  94]
  ...
  [103 180 196]
  [ 71 148 164]
  [ 51 128 144]]]",56.4671954821051,1,0,4,2,1,"[{'box': [1131, 719, 714, 897], 'emotions': {'angry': 0.06, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.8, 'sad': 0.03, 'surprise': 0.0, 'neutral': 0.09}}, {'box': [162, 768, 65, 83], 'emotions': {'angry': 0.26, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.38, 'sad': 0.17, 'surprise': 0.02, 'neutral': 0.14}}, {'box': [956, 1154, 92, 129], 'emotions': {'angry': 0.3, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.05, 'neutral': 0.45}}, {'box': [1970, 1181, 50, 65], 'emotions': {'angry': 0.07, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.18, 'sad': 0.28, 'surprise': 0.01, 'neutral': 0.28}}, {'box': [1076, 1169, 35, 40], 'emotions': {'angry': 0.3, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.08, 'sad': 0.51, 'surprise': 0.0, 'neutral': 0.07}}]",happy,0.8,0.0003255208333333333,0.3336151965848695,nan
93,"[[[186 180 175]
  [186 180 175]
  [186 180 175]
  ...
  [192 192 192]
  [192 192 192]
  [192 192 192]]

 [[186 180 175]
  [186 180 175]
  [186 180 175]
  ...
  [192 192 192]
  [192 192 192]
  [192 192 192]]

 [[186 180 175]
  [186 180 175]
  [186 180 175]
  ...
  [192 192 192]
  [192 192 192]
  [192 192 192]]

 ...

 [[ 91  94 102]
  [ 91  94 102]
  [ 91  94 102]
  ...
  [138 138 138]
  [138 138 138]
  [138 138 138]]

 [[ 92  95 103]
  [ 92  95 103]
  [ 92  95 103]
  ...
  [138 138 138]
  [138 138 138]
  [138 138 138]]

 [[ 93  96 104]
  [ 93  96 104]
  [ 93  96 104]
  ...
  [138 138 138]
  [138 138 138]
  [138 138 138]]]",78.01122779230636,1,1,2,0,1,"[{'box': [1307, 500, 738, 913], 'emotions': {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.97, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.02}}, {'box': [388, 2256, 131, 167], 'emotions': {'angry': 0.08, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.19, 'sad': 0.58, 'surprise': 0.01, 'neutral': 0.07}}]",happy,0.97,0.07611189228139986,0.09979632748104932,0.9783790170132325
